Local: ,2025-06-12 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1749679200000.0
Timestamp,Seq No.,ECG data
1749724950333.625,90,57000
1749724950334.625,90,53145
1749724950335.625,91,48855
1749724950336.625,91,44889
1749724950337.625,91,41584
1749724950338.625,91,39028
1749724950339.625,91,37303
1749724950340.625,91,37805
1749724950341.625,91,40581
1749724950342.625,91,44481
1749724950343.625,91,48818
1749724950344.625,91,52405
1749724950345.625,91,55509
1749724950346.625,92,57811
1749724950347.531,92,59121
1749724950348.531,92,58636
1749724950349.531,92,55871
1749724950350.531,92,51938
1749724950351.531,92,47743
1749724950352.531,92,43852
1749724950353.5308,92,40776
1749724950354.531,92,38275
1749724950355.531,92,36479
1749724950356.531,92,36926
1749724950357.531,93,39687
1749724950358.531,93,43623
1749724950359.531,93,47788
1749724950360.531,93,51608
1749724950361.531,93,54784
1749724950362.531,93,57174
1749724950363.406,93,58665
1749724950364.406,93,58093
1749724950365.406,93,55359
1749724950366.406,93,51446
1749724950367.406,93,47323
1749724950368.406,94,43474
1749724950369.406,94,40212
1749724950370.406,94,37677
1749724950371.406,94,35954
1749724950372.406,94,36458
1749724950373.406,94,39372
1749724950374.406,94,43303
1749724950375.406,94,47423
1749724950376.406,94,51148
1749724950377.4058,94,54256
1749724950378.406,94,56616
1749724950379.313,95,58136
1749724950380.312,95,57596
1749724950381.313,95,54800
1749724950382.312,95,50902
