Local: ,2025-05-22 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1747864800000.0
PPG Timestamp,PPG,ADXL Timestamp,X,Y,Z
1747907052281.625,228293,1747907052262.687,-77,-34,-124
1747907052301.562,228325,1747907052282.562,-80,-40,-122
1747907052321.375,228382,1747907052302.5,-80,-40,-116
1747907052341.219,228438,1747907052322.25,-81,-36,-122
1747907052361.094,228477,1747907052342.187,-90,-36,-121
1747907052380.969,228560,1747907052362.0,-80,-34,-114
1747907052400.844,228630,1747907052381.875,-89,-32,-116
1747907052420.688,228732,1747907052401.75,-79,-32,-113
1747907052440.562,228816,1747907052421.625,-81,-21,-122
1747907052460.469,228926,1747907052441.5,-74,-34,-117
1747907052480.375,229010,1747907052461.375,-89,-33,-120
1747907052500.1882,229125,1747907052481.25,-78,-33,-103
1747907052520.062,229224,1747907052501.187,-92,-33,-113
1747907052539.906,229359,1747907052520.969,-85,-35,-117
1747907052559.781,229477,1747907052540.844,-77,-31,-121
1747907052579.625,229604,1747907052560.719,-85,-32,-120
1747907052599.531,229708,1747907052580.562,-79,-34,-121
1747907052619.344,229816,1747907052600.437,-75,-33,-125
1747907052639.219,229879,1747907052620.25,-89,-33,-120
1747907052659.031,229848,1747907052640.156,-80,-34,-118
1747907052678.938,229761,1747907052660.0,-80,-36,-118
1747907052698.812,229643,1747907052679.875,-77,-34,-124
1747907052718.656,229480,1747907052699.719,-80,-32,-125
1747907052738.531,229347,1747907052719.594,-80,-32,-114
1747907052758.375,229259,1747907052739.438,-77,-34,-122
1747907052778.25,229173,1747907052759.281,-80,-32,-121
1747907052798.125,229113,1747907052779.156,-84,-36,-121
1747907052817.969,229092,1747907052799.063,-79,-36,-114
1747907052837.813,229108,1747907052818.906,-87,-32,-121
1747907052857.687,229114,1747907052838.75,-80,-32,-120
1747907052877.531,229167,1747907052858.594,-92,-33,-121
1747907052897.375,229202,1747907052878.469,-74,-37,-112
1747907052917.25,229236,1747907052898.344,-80,-34,-125
1747907052937.094,229274,1747907052918.187,-79,-36,-121
1747907052956.969,229303,1747907052938.062,-92,-32,-122
1747907052976.8118,229351,1747907052957.875,-80,-32,-120
1747907052996.656,229396,1747907052977.75,-79,-36,-121
1747907053016.5,229440,1747907052997.563,-84,-32,-118
1747907053036.437,229489,1747907053017.437,-87,-34,-118
1747907053056.187,229549,1747907053037.344,-90,-32,-121
1747907053076.062,229619,1747907053057.156,-74,-33,-119
1747907053095.938,229690,1747907053077.0,-84,-39,-118
1747907053115.781,229778,1747907053096.844,-97,-32,-121
1747907053135.625,229871,1747907053116.687,-79,-36,-125
1747907053155.562,229973,1747907053136.563,-79,-32,-117
1747907053175.344,230094,1747907053156.406,-88,-33,-112
1747907053195.219,230189,1747907053176.25,-89,-32,-120
1747907053215.031,230316,1747907053196.125,-87,-34,-122
1747907053234.937,230439,1747907053215.969,-77,-36,-120
1747907053254.813,230571,1747907053235.844,-87,-33,-114
1747907053274.656,230676,1747907053255.719,-77,-34,-121
1747907053294.5,230831,1747907053275.562,-77,-30,-118
1747907053314.375,230985,1747907053295.437,-77,-32,-118
1747907053334.219,231112,1747907053315.281,-89,-32,-118
1747907053354.094,231228,1747907053335.188,-68,-29,-121
1747907053373.938,231316,1747907053355.031,-89,-34,-121
1747907053393.812,231330,1747907053374.875,-79,-31,-126
1747907053413.687,231271,1747907053394.719,-82,-33,-122
1747907053433.563,231144,1747907053414.594,-77,-32,-116
1747907053453.375,231016,1747907053434.469,-80,-36,-116
1747907053473.25,230876,1747907053454.344,-80,-32,-112
1747907053493.125,230755,1747907053474.156,-81,-36,-121
1747907053513.0,230684,1747907053494.0,-89,-14,-121
1747907053532.844,230613,1747907053513.937,-88,-32,-121
1747907053552.687,230592,1747907053533.781,-81,-39,-118
1747907053572.562,230553,1747907053553.625,-73,-34,-100
1747907053592.406,230571,1747907053573.5,-81,-32,-119
1747907053612.25,230583,1747907053593.313,-80,-33,-120
1747907053632.094,230607,1747907053613.219,-87,-32,-117
1747907053651.969,230639,1747907053633.031,-80,-32,-114
1747907053671.844,230660,1747907053652.875,-87,-36,-116
