recording_2_ecgppg_biopac_noisy.acq
Graph Created on: 2025-05-22 11:33:37.664
Recording on: 2025-05-22 11:54:40.285
1 msec/sample
2 channels
PPG, X, PPGED-R
Volts
ECG, Y, RSPEC-R
mV
milliSec	CH1	CH13	
	311320 samples	311320 samples	
673	0.318604	-0.0465393	
674	0.325623	-0.0344849	
675	0.335693	-0.0202942	
676	0.345459	-0.00976563	
677	0.354309	-0.00244141	
678	0.364075	0.00152588	
679	0.371704	0.00427246	
680	0.379333	0.0050354	
681	0.388184	0.00793457	
682	0.394287	0.0102234	
683	0.39978	0.0128174	
684	0.405579	0.012207	
685	0.413208	0.00732422	
686	0.418396	0.00427246	
687	0.423889	-0.00274658	
688	0.428467	-0.0149536	
689	0.433655	-0.0312805	
690	0.438843	-0.0442505	
691	0.44342	-0.0488281	
692	0.447693	-0.0463867	
693	0.452881	-0.0369263	
694	0.455627	-0.0242615	
695	0.4599	-0.00991821	
696	0.465088	0.00411987	
697	0.46936	0.0140381	
698	0.473938	0.0151062	
699	0.47821	0.0138855	
700	0.484314	0.0102234	
701	0.487366	0.00900269	
702	0.492249	0.00732422	
703	0.497131	0.00747681	
704	0.499268	0.00671387	
705	0.505981	0.00335693	
706	0.51178	0.000457764	
707	0.514526	-0.00320435	
708	0.518188	-0.01297	
709	0.521545	-0.0250244	
710	0.524292	-0.0360107	
711	0.527954	-0.0411987	
712	0.532227	-0.0410461	
713	0.536499	-0.0360107	
714	0.538635	-0.0222778	
715	0.543213	-0.00534058	
716	0.54718	0.0111389	
717	0.548401	0.0209045	
718	0.552673	0.0222778	
719	0.55542	0.0222778	
720	0.560608	0.0221252	
721	0.560913	0.0213623	
722	0.562744	0.0170898	
723	0.566101	0.01297	
724	0.566711	0.00991821	
725	0.567932	0.00473022	
726	0.571899	0.00213623	
727	0.572205	-0.00473022	
728	0.575256	-0.0163269	
729	0.578003	-0.0288391	
730	0.581665	-0.0382996	
731	0.582581	-0.0416565	
732	0.582581	-0.0389099	
733	0.583191	-0.0311279	
734	0.586853	-0.0167847	
735	0.586853	-0.000762939	
736	0.587769	0.0123596	
737	0.587769	0.0222778	
738	0.591431	0.0262451	
739	0.591125	0.0248718	
740	0.591736	0.022583	
741	0.592346	0.0195313	
742	0.592346	0.0164795	
743	0.592957	0.0144958	
744	0.592041	0.0115967	
745	0.591736	0.00808716	
746	0.592041	0.00686646	
747	0.591736	0.00167847	
748	0.592041	-0.00900269	
749	0.592041	-0.0218201	
750	0.589905	-0.0334167	
751	0.589905	-0.0386047	
752	0.591431	-0.0366211	
753	0.5896	-0.0299072	
754	0.588379	-0.0193787	
755	0.586243	-0.00411987	
756	0.586853	0.0123596	
757	0.586548	0.0257874	
758	0.586853	0.0311279	
759	0.584412	0.0320435	
760	0.585938	0.0299072	
761	0.582275	0.0300598	
762	0.58197	0.0299072	
763	0.58197	0.0288391	
764	0.578308	0.0263977	
765	0.577393	0.0219727	
766	0.577087	0.0187683	
767	0.576782	0.0134277	
768	0.57251	-0.00198364	
769	0.571899	-0.0187683	
770	0.567322	-0.032959	
771	0.566406	-0.0384521	
772	0.567322	-0.0363159	
773	0.56366	-0.0291443	
774	0.561218	-0.0163269	
775	0.562744	0.00259399	
776	0.562134	0.0205994	
777	0.559082	0.030365	
778	0.557861	0.0297546	
779	0.556641	0.0273132	
780	0.553284	0.0270081	
781	0.552979	0.0271606	
782	0.550537	0.0254822	
783	0.547791	0.0202942	
784	0.547791	0.0175476	
785	0.54718	0.0161743	
786	0.545349	0.014801	
787	0.542908	0.00854492	
788	0.542297	-0.00488281	
789	0.541077	-0.020752	
790	0.540771	-0.0305176	
791	0.538025	-0.032959	
792	0.537109	-0.0312805	
793	0.534973	-0.0238037	
794	0.532532	-0.0115967	
795	0.532227	0.00167847	
796	0.528259	0.014801	
797	0.528259	0.0270081	
798	0.524597	0.0314331	
799	0.523071	0.0292969	
800	0.521851	0.0250244	
801	0.519714	0.0222778	
802	0.518494	0.0239563	
803	0.515137	0.0245667	
804	0.509949	0.0238037	
805	0.508118	0.0196838	
806	0.508728	0.0164795	
807	0.505066	0.0100708	
808	0.503235	-0.00488281	
809	0.500183	-0.0215149	
810	0.499268	-0.032196	
811	0.497437	-0.0360107	
812	0.49408	-0.0314331	
813	0.493469	-0.0241089	
814	0.490112	-0.0138855	
815	0.488586	0.000152588	
816	0.487671	0.0141907	
817	0.484009	0.0222778	
818	0.482788	0.0254822	
819	0.480042	0.0267029	
820	0.480347	0.0247192	
821	0.4776	0.0198364	
822	0.475159	0.0178528	
823	0.474243	0.017395	
824	0.46936	0.0146484	
