Local: ,2025-05-22 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1747864800000.0
Timestamp,Seq No.,ECG data
1747907047133.938,73,59961
1747907047134.937,74,59187
1747907047135.938,74,55588
1747907047136.937,74,51720
1747907047137.938,74,48067
1747907047138.937,74,44747
1747907047139.937,74,41887
1747907047140.938,74,39391
1747907047141.812,74,37337
1747907047142.813,74,35713
1747907047143.812,74,34456
1747907047144.813,74,33553
1747907047145.812,75,32923
1747907047146.813,75,32524
1747907047147.812,75,32288
1747907047148.813,75,32184
1747907047149.812,75,32183
1747907047150.812,75,32251
1747907047151.813,75,32350
1747907047152.812,75,32454
1747907047153.813,75,32553
1747907047154.812,75,32646
1747907047155.813,75,32729
1747907047156.812,76,32799
1747907047157.719,76,32837
1747907047158.719,76,32865
1747907047159.719,76,32883
1747907047160.719,76,32896
1747907047161.719,76,32902
1747907047162.719,76,32906
1747907047163.719,76,32902
1747907047164.719,76,32903
1747907047165.719,76,32913
1747907047166.719,76,32925
1747907047167.719,77,32921
1747907047168.719,77,32909
1747907047169.719,77,32899
1747907047170.719,77,32883
1747907047171.719,77,32869
1747907047172.719,77,32851
1747907047173.594,77,32824
1747907047174.594,77,32795
1747907047175.594,77,32780
1747907047176.594,77,32765
1747907047177.594,77,32764
1747907047178.594,78,32761
1747907047179.594,78,32751
1747907047180.594,78,32747
1747907047181.594,78,32755
1747907047182.594,78,32770
1747907047183.594,78,32782
1747907047184.594,78,32781
1747907047185.594,78,32785
1747907047186.594,78,32778
1747907047187.594,78,32769
1747907047188.594,78,32773
1747907047189.469,79,32766
1747907047190.469,79,32745
1747907047191.469,79,32729
1747907047192.469,79,32715
1747907047193.469,79,32708
1747907047194.469,79,32706
1747907047195.469,79,32708
1747907047196.469,79,32716
1747907047197.469,79,32734
1747907047198.469,79,32743
1747907047199.469,79,32755
1747907047200.469,80,32753
1747907047201.469,80,32750
1747907047202.469,80,32735
1747907047203.469,80,32725
1747907047204.469,80,32709
1747907047205.344,80,32691
1747907047206.344,80,32670
1747907047207.344,80,32665
1747907047208.344,80,32670
1747907047209.344,80,32681
1747907047210.344,80,32684
1747907047211.344,81,32688
1747907047212.344,81,32684
1747907047213.344,81,32693
1747907047214.344,81,32702
1747907047215.344,81,32711
1747907047216.3442,81,32711
1747907047217.344,81,32695
1747907047218.344,81,32682
1747907047219.344,81,32675
1747907047220.344,81,32673
1747907047221.219,81,32657
1747907047222.219,82,32642
1747907047223.219,82,32635
1747907047224.219,82,32639
1747907047225.219,82,32648
1747907047226.219,82,32661
1747907047227.219,82,32672
1747907047228.219,82,32680
1747907047229.219,82,32695
1747907047230.219,82,32707
1747907047231.219,82,32705
1747907047232.219,82,32703
1747907047233.219,83,32692
1747907047234.219,83,32680
1747907047235.219,83,32659
1747907047236.219,83,32637
1747907047237.125,83,32621
1747907047238.125,83,32605
1747907047239.125,83,32604
1747907047240.125,83,32611
1747907047241.125,83,32619
1747907047242.125,83,32619
1747907047243.125,83,32619
1747907047244.125,84,32627
1747907047245.125,84,32651
1747907047246.125,84,32707
1747907047247.125,84,32784
1747907047248.125,84,32875
1747907047249.125,84,32993
1747907047250.125,84,33143
1747907047251.125,84,33314
1747907047252.125,84,33513
1747907047253.0,84,33713
1747907047254.0,84,33921
1747907047255.0,85,34119
1747907047256.0,85,34328
1747907047257.0,85,34544
1747907047258.0,85,34774
1747907047259.0,85,35019
1747907047260.0,85,35271
1747907047261.0,85,35537
1747907047262.0,85,35810
1747907047263.0,85,36083
1747907047264.0,85,36356
1747907047265.0,85,36625
1747907047266.0,86,36891
1747907047267.0,86,37137
1747907047268.0,86,37370
1747907047268.875,86,37591
1747907047269.875,86,37765
1747907047270.875,86,37949
1747907047271.875,86,38138
1747907047272.875,86,38326
1747907047273.875,86,38503
1747907047274.875,86,38674
1747907047275.875,86,38851
1747907047276.875,87,39046
1747907047277.875,87,39265
1747907047278.875,87,39491
1747907047279.875,87,39711
1747907047280.875,87,39923
1747907047281.875,87,40124
1747907047282.875,87,40329
1747907047283.875,87,40531
1747907047284.719,87,40717
1747907047285.719,87,40890
1747907047286.719,87,41055
1747907047287.719,88,41214
1747907047288.719,88,41378
1747907047289.719,88,41541
1747907047290.719,88,41701
1747907047291.719,88,41861
1747907047292.719,88,42017
1747907047293.719,88,42187
1747907047294.719,88,42358
1747907047295.719,88,42527
1747907047296.719,88,42689
1747907047297.719,88,42845
1747907047298.719,89,43006
1747907047299.719,89,43172
1747907047300.625,89,43326
1747907047301.625,89,43480
1747907047302.625,89,43639
1747907047303.625,89,43800
1747907047304.625,89,43956
1747907047305.625,89,44111
1747907047306.625,89,44265
1747907047307.625,89,44422
1747907047308.625,89,44594
1747907047309.625,90,44765
1747907047310.625,90,44928
1747907047311.625,90,45085
1747907047312.625,90,45235
1747907047313.625,90,45381
1747907047314.625,90,45522
1747907047315.625,90,45659
1747907047316.531,90,45786
1747907047317.531,90,45907
1747907047318.531,90,46035
1747907047319.531,90,46169
1747907047320.531,91,46310
1747907047321.531,91,46464
1747907047322.531,91,46620
1747907047323.531,91,46773
1747907047324.531,91,46934
1747907047325.531,91,47101
1747907047326.531,91,47260
1747907047327.531,91,47419
1747907047328.531,91,47573
1747907047329.531,91,47725
1747907047330.5308,91,47862
1747907047331.531,92,47996
1747907047332.406,92,48122
1747907047333.406,92,48260
1747907047334.406,92,48401
1747907047335.406,92,48555
1747907047336.406,92,48714
1747907047337.406,92,48892
1747907047338.406,92,49103
1747907047339.406,92,49282
1747907047340.406,92,49494
1747907047341.406,92,49719
1747907047342.406,93,49935
1747907047343.406,93,50138
1747907047344.406,93,50331
1747907047345.406,93,50503
1747907047346.406,93,50670
1747907047347.406,93,50819
1747907047348.281,93,50944
1747907047349.281,93,51044
1747907047350.281,93,51128
1747907047351.281,93,51203
1747907047352.281,93,51271
1747907047353.281,94,51343
1747907047354.281,94,51410
1747907047355.281,94,51466
1747907047356.281,94,51533
1747907047357.281,94,51610
1747907047358.281,94,51692
1747907047359.281,94,51779
1747907047360.281,94,51858
1747907047361.281,94,51930
1747907047362.281,94,51989
1747907047363.281,94,52041
1747907047364.156,95,52070
1747907047365.156,95,52089
1747907047366.156,95,52106
